neg,pos,LTC2449,HP3456
0.0,1.38,1.37307300232,1.37968
0.0,1.39,1.3830642309,1.38967
0.0,1.4,1.39306080528,1.39966
0.0,1.41,1.4030619245,1.40966
0.0,1.42,1.41305281781,1.41964
0.0,1.43,1.4231202472,1.42971
0.0,1.44,1.43311790191,1.4397
0.0,1.45,1.44312149845,1.4497
0.0,1.46,1.4531261567,1.4597
0.0,1.47,1.46311194636,1.46968
0.0,1.48,1.47311144508,1.47968
0.0,1.49,1.48311058991,1.48967
0.0,1.5,1.49310850538,1.49966
0.0,1.51,1.50309742428,1.50965
0.0,1.52,1.51309679262,1.51964
0.0,1.53,1.52309725992,1.52964
0.0,1.54,1.53310016729,1.53964
0.0,1.55,1.54308675788,1.54962
0.0,1.56,1.5530906152,1.55962
0.0,1.57,1.56308568083,1.56961
0.0,1.58,1.57315603457,1.57967
0.0,1.59,1.58315009438,1.58966
0.0,1.6,1.59314644523,1.59965
0.0,1.61,1.60314922221,1.60965
0.0,1.62,1.6131460201,1.61965
0.0,1.63,1.62313946523,1.62963
0.0,1.64,1.63313762285,1.63963
0.0,1.65,1.64313788526,1.64962
0.0,1.66,1.6531349998,1.65962
0.0,1.67,1.66313375346,1.66961
0.0,1.68,1.67313211598,1.6796
0.0,1.69,1.68312906288,1.68959
0.0,1.7,1.69311876409,1.69958
0.0,1.71,1.70311982743,1.70958
0.0,1.72,1.7131958995,1.71965
0.0,1.73,1.72318876721,1.72963
0.0,1.74,1.73318135552,1.73962
0.0,1.75,1.74317718484,1.74961
0.0,1.76,1.75318240188,1.75961
0.0,1.77,1.76317973994,1.7696
0.0,1.78,1.77317232825,1.77959
0.0,1.79,1.78317003883,1.78958
0.0,1.8,1.79317503236,1.79958
0.0,1.81,1.80316966958,1.80957
0.0,1.82,1.81316318922,1.81956
0.0,1.83,1.82316140272,1.82956
0.0,1.84,1.8331638258,1.83955
0.0,1.85,1.84316228144,1.84955
0.0,1.86,1.85322922654,1.85961
0.0,1.87,1.8632317055,1.86961
0.0,1.88,1.87323478051,1.8796
0.0,1.89,1.88323278911,1.88959
0.0,1.9,1.89322014339,1.89958
0.0,1.91,1.90321979113,1.90957
0.0,1.92,1.91322236322,1.91957
0.0,1.93,1.92322504707,1.92957
0.0,1.94,1.93320925348,1.93955
0.0,1.95,1.94321095012,1.94954
0.0,1.96,1.95321128704,1.95954
0.0,1.97,1.96321218275,1.96953
0.0,1.98,1.97320175357,1.97952
0.0,1.99,1.98320454918,1.98951
0.0,2.0,1.99320320971,1.99951
0.0,2.01,2.00325268321,2.00958
0.0,2.02,2.01327341609,2.01957
0.0,2.03,2.02327379026,2.02956
0.0,2.04,2.03326755203,2.03955
0.0,2.05,2.04326649196,2.04954
0.0,2.06,2.05325906165,2.05953
0.0,2.07,2.0632572379,2.06953
0.0,2.08,2.0732613001,2.07953
0.0,2.09,2.08325699903,2.08951
0.0,2.1,2.09325538017,2.09951
0.0,2.11,2.10325499065,2.1095
0.0,2.12,2.11325411685,2.1195
0.0,2.13,2.12324523367,2.12948
0.0,2.14,2.13324652053,2.13948
0.0,2.15,2.14332734235,2.14955
0.0,2.16,2.15332166292,2.15954
0.0,2.17,2.16331482865,2.16953
0.0,2.18,2.17331306078,2.17952
0.0,2.19,2.18331654556,2.18951
0.0,2.2,2.19330853783,2.19951
0.0,2.21,2.20330114476,2.2095
0.0,2.22,2.21329680644,2.21949
0.0,2.23,2.22330396064,2.22948
0.0,2.24,2.23330128007,2.23948
0.0,2.25,2.24329329096,2.24946
0.0,2.26,2.2532897722,2.25945
0.0,2.27,2.26329623722,2.26946
0.0,2.28,2.27329117246,2.27945
0.0,2.29,2.28336093016,2.28951
0.0,2.3,2.29336275719,2.2995
0.0,2.31,2.30336328037,2.3095
0.0,2.32,2.31336579658,2.3195
0.0,2.33,2.32335281558,2.32948
0.0,2.34,2.33335613273,2.33948
0.0,2.35,2.34334987588,2.34946
0.0,2.36,2.3533509206,2.35946
