85C
5.000313
experiment 1: Low CM
neg,pos,LTC2449,HP3456
0.368,0.032,0.0671625969931,+3.35916980E-01
0.384,0.016,0.0735687816516,+3.67956770E-01
experiment 2: Ideal CM
neg,pos,LTC2449,HP3456
2.3,2.7,-0.0799923574552,-3.99983980E-01
2.316,2.684,-0.07361489553,-3.68095790E-01
2.332,2.668,-0.0672077804804,-3.36057640E-01
2.348,2.652,-0.0607986606658,-3.04011370E-01
2.364,2.636,-0.0544197203591,-2.72114560E-01
2.38,2.62,-0.0480143753812,-2.40084620E-01
2.396,2.604,-0.041604174301,-2.08032090E-01
2.412,2.588,-0.0351966571063,-1.75991260E-01
2.428,2.572,-0.0288173349574,-1.44093680E-01
2.444,2.556,-0.0224092563614,-1.12051960E-01
2.46,2.54,-0.0160014690831,-8.00102750E-02
2.476,2.524,-0.00962158758193,-4.81099790E-02
2.492,2.508,-0.00321551114321,-1.60761330E-02
2.508,2.492,0.00319678485394,+1.59869320E-02
2.524,2.476,0.00960168391466,+4.80125070E-02
2.54,2.46,0.0159812986851,+7.99123730E-02
2.556,2.444,0.0223878894001,+1.11947440E-01
2.572,2.428,0.0287963125855,+1.43992310E-01
2.588,2.412,0.0351797513664,+1.75910400E-01
2.604,2.396,0.0415822809562,+2.07925250E-01
2.62,2.38,0.0479935333133,+2.39983720E-01
2.636,2.364,0.0544005388394,+2.72020740E-01
2.652,2.348,0.0607780203223,+3.03910330E-01
2.668,2.332,0.0671857004985,+3.35949760E-01
2.684,2.316,0.073592178151,+3.67983820E-01
experiment 3: High CM
neg,pos,LTC2449,HP3456
4.6,5.0,-0.0800214331597,-4.00026860E-01
4.616,4.984,-0.0736271925271,-3.68062010E-01
4.632,4.968,-0.0672172166407,-3.36019120E-01
4.648,4.952,-0.0608046179637,-3.03961880E-01
4.664,4.936,-0.0544138971716,-2.72013840E-01
4.68,4.92,-0.0480155998841,-2.40028520E-01
4.696,4.904,-0.0416048659012,-2.07980740E-01
4.712,4.888,-0.0352087512612,-1.76006220E-01
4.728,4.872,-0.0288152134046,-1.44046180E-01
4.744,4.856,-0.0224087143317,-1.12018060E-01
4.76,4.84,-0.0159994931892,-7.99776170E-02
4.776,4.824,-0.0096040321514,-4.80082040E-02
4.792,4.808,-0.00320850405842,-1.60343910E-02
4.808,4.792,0.0032019963488,+1.60099580E-02
4.824,4.776,0.00959777347744,+4.79823660E-02
4.84,4.76,0.0159913750365,+7.99451430E-02
4.856,4.744,0.0224010726437,+1.11987700E-01
4.872,4.728,0.0288103632629,+1.44026460E-01
4.888,4.712,0.0352047165856,+1.75992920E-01
4.904,4.696,0.0416002275422,+2.07964010E-01
4.92,4.68,0.0480101922527,+2.40009020E-01
4.936,4.664,0.054405987449,+2.71980110E-01
4.952,4.648,0.0608003674075,+3.03946730E-01
4.968,4.632,0.0672097343951,+3.35987030E-01
4.984,4.616,0.0736197227612,+3.68030440E-01
