Friday, December 5
Testing two additional boards
Board 2, direct MUXOUT / ADCIN connection
experiment 1: Single ended sweep
neg,pos,LTC2498,inmeter, refmeter, error (uV)
4.56,4.44,0.0119748193771,+1.19751020E-01,+5.00065940E+00,11.5291210672
4.6,4.4,0.0199857369065,+1.99859750E-01,+5.00065940E+00,21.5778614606
4.64,4.36,0.0279818724841,+2.79824870E-01,+5.00065940E+00,27.399362285
4.68,4.32,0.0359767679125,+3.59777570E-01,+5.00065940E+00,33.2378850215
4.72,4.28,0.0439859502017,+4.39869140E-01,+5.00065940E+00,43.0921430078
4.76,4.24,0.0519803993404,+5.19821260E-01,+5.00065690E+00,44.7873340789
4.8,4.2,0.059975990653,+5.99776290E-01,+5.00065820E+00,55.371491543
4.84,4.16,0.067970502004,+6.79719320E-01,+5.00065940E+00,67.182720202
4.88,4.12,0.0759805709124,+7.59824080E-01,+5.00065940E+00,72.714231973
4.92,4.08,0.0839760951698,+8.39780760E-01,+5.00065940E+00,80.8617985701
4.96,4.04,0.0919712100178,+9.19732040E-01,+5.00066200E+00,90.7930248852
5.0,4.0,0.0999752435833,+9.99773140E-01,+5.00066070E+00,99.4055613545
>>> 
